E_exfoliationperAtom,MPE,Bond_mean,Bond_max,R_atom,R_vdw,R_cov,D_EN,m_atom,N_mendeleev,I,DP,Density,T_boil,T_melt,H_spec,H_fuse,H_evap,TC,EA
0.063882099,0.3720290132242578,3.3972227029311393,4.541590775964527,153.75,240.5,150.0,2.34,107.00121750000001,102.25,11.79775,76.775,5.0,1784.7095,641.325,0.595,7.32,198.33333333333334,5.46675,1.75692089
0.080109589,0.3625234794358141,2.2555834842296063,3.5335559985378944,410.0,662.3333333333334,409.0,1.0499999999999998,369.9255866666667,291.3333333333333,30.773333333333337,132.76666666666665,29.0,7400.900000000001,4004.3333333333335,0.20650000000000002,35.92333333333333,801.3000000000001,63.41333333333333,5.638896666666668
,0.3110719975105635,4.057405698333038,6.39228869225321,142.5,207.5,135.5,0.0,92.012,62.5,8.015,101.7,3.0,1293.912,740.5,0.45399999999999996,1.23,93.25,7.085,1.470552015
0.136806003,0.39507711190071887,3.2694367619085627,4.528430722578409,105.0,181.66666666666666,99.33333333333333,1.75,54.621,94.66666666666667,11.854333333333335,21.96666666666667,3.0,455.59666666666664,273.7,0.232,6.26,39.755,32.312000000000005,2.53691925
0.313575621,0.638930526062795,2.9380144995394653,4.124931747010599,472.5,554.0,437.5,0.20999999999999996,130.215235,196.5,21.903,285.5,7.0,5272.5,2902.0,2.661,27.25,530.5,396.7,0.47
0.252911551,0.6599899136319938,3.244765817923005,4.228674387690197,145.0,192.0,137.5,0.22999999999999998,36.086,59.5,7.237,85.6,3.0,2461.5,1427.5,0.774,14.0,277.20000000000005,88.95,0.079
0.045329103,0.4278753573254603,2.9793473573797393,3.583178017928776,148.33333333333334,206.0,141.66666666666666,0.8500000000000001,118.51760666666667,73.66666666666667,7.437333333333332,84.3,6.0,2143.1666666666665,772.8766666666667,0.27749999999999997,10.555,233.75,19.6,1.5513456
,0.6412288852954122,3.1888755645841704,3.7936385516953783,467.5,553.5,429.0,0.18999999999999995,130.8205,197.5,21.884,280.5,7.0,5257.0,2841.0,2.665,25.6,528.5,395.65,0.65
0.026333964,0.3411198766927321,3.291533026458309,4.537469225287295,340.0,556.6666666666666,334.3333333333333,0.97,115.00769233333334,272.6666666666667,27.519333333333332,96.64666666666666,10.0,3809.7066666666665,1727.4866666666667,2.078666666666667,14.07,283.43333333333334,235.78333333333333,5.625590075000001
0.005944835,0.3218003557203049,3.404500308190753,4.899249749153443,293.3333333333333,424.0,282.6666666666667,1.6300000000000001,142.89000000000001,114.33333333333333,16.205666666666666,203.53333333333333,6.0,3002.157333333333,1609.3333333333333,1.0093333333333332,11.045,239.16666666666666,0.81,3.163656045
0.020103297,0.3472515846326275,5.0438744152548205,7.5472861076303275,425.0,646.75,404.5,2.62,87.5577,288.5,37.6785,237.05312500000002,5.0,2722.12,1695.3725000000002,3.3329999999999997,20.096666666666664,338.20000000000005,269.79725,3.7772544999999997
0.089354193,0.3464493887705719,3.2360165725497856,4.051886162688,177.5,291.5,180.0,1.25,77.672,122.0,13.676499999999999,75.4,5.0,3042.824,1448.5,0.8725,10.83,294.0,11.62,2.29010403
,0.46537566892274485,3.632316772146539,5.645068479745513,237.5,375.5,233.5,0.0,139.6975,180.0,22.567,91.4,5.0,1090.9,806.8,0.145,11.290000000000001,110.11500000000001,0.026999999999999996,5.4090875
0.078455008,0.5496430544281787,3.041547196110476,3.560213107648035,126.66666666666667,207.66666666666666,128.0,1.2499999999999998,95.18200000000002,78.0,8.242666666666667,56.400000000000006,6.0,3018.7000000000003,1558.6666666666667,0.4245,26.97666666666667,339.23333333333335,57.50666666666667,1.1413970333333332
,0.3704699051485765,3.096847299354346,3.096847299354346,347.5,512.0,325.0,0.4900000000000002,243.542595,212.0,23.2785,99.0,18.0,2433.0,1981.15,0.676,18.330000000000002,121.05000000000001,290.70000000000005,1.608
0.246334367,0.7005814883582384,3.3335360740333084,4.466794569226257,165.0,202.5,151.0,0.09000000000000008,56.605419999999995,44.0,6.9315,116.6,3.0,2487.0,1358.5,0.6545,10.35,249.4,156.0,0.307
0.654272465,0.2072092451792319,2.8919914937360054,3.4409181733268914,186.66666666666666,319.0,183.0,2.22,66.60976666666666,124.0,18.424333333333333,121.63333333333333,3.0,1274.0666666666666,343.92333333333335,0.4875,54.785,149.165,48.626000000000005,-0.8621543333333331
0.188186149,0.4474082367681518,4.870324699076762,7.906386115956704,160.0,206.99999999999997,151.0,0.0,208.9804,97.0,7.285,48.0,9.0,1883.0,544.5,0.124,11.0,172.0,7.9,0.942362
0.10801758,0.3293994017338487,3.7453124562391027,5.792009540962604,171.66666666666666,255.66666666666666,161.33333333333334,1.5699999999999998,73.273348,86.0,10.776333333333334,96.6375,5.0,1756.45,1016.8966666666666,1.9829999999999999,8.916666666666666,162.79999999999998,42.92,2.3296945
0.033737367,0.3072870695041781,4.872084323247285,7.578126779111135,261.6666666666667,429.6666666666667,260.6666666666667,0.97,82.52769233333333,213.66666666666666,20.93466666666667,77.28999999999999,6.0,3177.0986666666668,1367.9099999999999,1.7053333333333331,11.233333333333334,241.66666666666666,197.02666666666667,4.58703806
0.196609707,0.42949892897436326,4.182212267413902,5.982446510292565,355.0,515.0,344.0,0.050000000000000266,313.15999999999997,249.0,22.1215,100.0,16.0,3802.5,1987.9500000000003,0.5065,46.945,269.9,45.88,4.002314
0.114594471,0.288007118753539,4.960449580987517,7.636097884570021,140.0,191.0,123.5,0.78,119.63,95.5,8.888,33.2,6.0,1365.412,493.325,0.4455,3.0,94.15,17.785,1.2169235950000001
0.37806544,0.3782792905860103,3.510831011548211,3.7831421944837857,135.0,233.0,126.66666666666667,1.8299999999999998,55.61591283333333,117.33333333333333,13.593666666666666,41.13333333333333,5.0,1801.7933333333333,759.4,0.5685,11.35,269.1,222.018,1.5523523333333333
0.077595979,0.32240117512257205,3.345987605305153,4.136338598685969,261.6666666666667,429.6666666666667,260.6666666666667,0.97,82.52769233333333,213.66666666666666,20.93466666666667,77.28999999999999,6.0,3177.0986666666668,1367.9099999999999,1.7053333333333331,11.233333333333334,241.66666666666666,197.02666666666667,4.58703806
,0.6545334374187207,2.842186641536557,3.4709049270819823,165.0,202.0,155.0,0.31000000000000005,32.191500000000005,41.5,6.8795,116.0,1.0,1560.0,1017.0,0.839,9.2,142.7,156.0,0.02455
0.078732617,0.32912303642108987,3.6444499837344546,4.359489139361091,167.5,283.5,170.0,0.9500000000000002,57.53075,123.5,13.733,62.9,5.0,2542.824,1466.0,0.9744999999999999,9.98,240.5,15.62,2.3396040300000003
,0.3921207356161132,2.730117428790202,3.3505218855179955,160.0,212.5,144.0,1.73,74.94711964,55.5,7.794499999999999,97.8,2.0,806.8,378.83,1.222,9.08,69.92500000000001,142.0,1.8034814
0.05397716,0.31682510173016065,7.2692749703709225,12.4455814825,138.33333333333334,202.66666666666666,134.0,1.4300000000000002,107.96493333333335,80.66666666666667,8.943666666666667,69.43333333333334,5.0,1381.1080000000002,839.9,0.448,8.375,117.81666666666666,0.27,2.568070415
0.164691426,0.3426112881136199,3.3871263863918775,4.08024616316987,112.5,183.0,99.5,1.11,60.9376,82.5,11.052999999999999,31.2,5.0,1281.2,649.1949999999999,0.237,11.95,254.1,214.513,-0.049000000000000044
0.146729183,0.6680448331660411,2.8021119445643414,3.4643278944565266,145.0,192.0,137.5,0.22999999999999998,36.086,59.5,7.237,85.6,3.0,2461.5,1427.5,0.774,14.0,277.20000000000005,88.95,0.079
,0.5256705739282539,3.0301225498467366,3.646514978957125,280.0,434.0,265.5,0.0,184.927,146.0,14.683499999999999,152.0,10.0,5589.5,2363.3999999999996,0.571,110.39999999999999,580.0,97.25000000000001,2.281068
0.074746686,0.1445311481000103,5.748945071138148,9.995317942367183,277.5,459.0,266.0,1.4700000000000002,127.107,253.0,30.416500000000003,52.2,7.0,996.2,641.45,0.232,15.875,70.37,48.468,14.4509
0.101680789,0.3273573383584614,2.7411543944542935,3.3563088326341823,287.5,470.0,295.0,0.36999999999999966,193.378095,246.5,24.417,73.35,12.0,2313.15,1825.0,0.656,15.690000000000001,121.95000000000002,1.56,3.8350049999999998
0.118786462,0.19896832510221912,4.146558141197346,6.185589286723586,186.66666666666666,354.3333333333333,186.33333333333334,2.62,44.68935399933334,164.33333333333334,23.086666666666662,111.96666666666665,2.0,653.5866666666667,291.09999999999997,0.755,52.505,26.064999999999998,39.554,2.3641769999999998
0.12526636,0.3899836192514374,4.12929856315641,6.304990349480383,167.5,278.5,158.0,0.6700000000000002,61.4067,133.5,14.179499999999999,43.9,6.0,2220.324,1249.0,0.9535,10.035,199.8,45.720000000000006,2.65510403
0.127883902,0.30422953960719124,3.8032050269391884,4.516638012399728,278.3333333333333,390.6666666666667,250.66666666666666,0.7499999999999998,224.586,187.0,16.541,74.66666666666667,13.0,2987.433333333333,1435.3999999999999,0.4795,24.97,295.6333333333333,80.92,2.735177033333333
0.015142698,0.19981345751173832,4.494969876522131,6.946340122138455,110.0,197.33333333333334,108.66666666666667,1.3199999999999998,62.583776666666665,67.0,8.526333333333334,62.6,4.0,3999.6666666666665,2713.3333333333335,0.6333333333333333,23.6,402.75,14.495,0.770921
0.01776685,0.09362273201962007,3.5352670679634106,5.286327031278603,47.5,140.0,53.5,0.34999999999999964,6.509499999999999,96.0,12.425,7.903555000000001,1.0,2560.14,1917.005,0.711,0.117,0.904,0.88575,1.008157
0.230741245,0.3514413329820647,3.1309940358818076,3.7489428002203318,200.0,281.3333333333333,182.0,1.17,111.04260442666667,87.0,10.197000000000001,102.23333333333333,6.0,1972.3666666666668,1111.1200000000001,0.7003333333333334,17.286666666666665,139.5,85.3,2.244839
0.009838337,0.2675879646847535,3.5444063637633025,5.365559220655977,273.3333333333333,510.6666666666667,255.66666666666666,1.51,146.21162333333334,282.3333333333333,35.754,58.23333333333333,10.0,1989.5466666666669,1061.8999999999999,0.474,19.71,275.075,429.081,4.809905933333333
,0.40767741103754046,3.3222416547062803,3.6703932976733156,220.0,338.0,218.33333333333334,0.6499999999999999,127.30258733266665,128.0,14.051333333333332,100.33333333333333,7.0,3399.6666666666665,1876.2333333333333,0.735,25.310000000000002,331.53333333333336,36.2,1.6154529999999998
0.47058356,0.44974138023730137,3.0964990942739568,4.699637687102647,170.0,219.33333333333334,158.33333333333334,1.0699999999999998,93.44733333333333,58.333333333333336,6.733333333333333,132.06666666666666,4.0,1938.6666666666667,809.6999999999999,0.47966666666666663,7.976666666666667,189.9333333333333,111.4,0.6283434999999999
0.122586564,0.6220938275920277,3.49985512727445,5.407961080725861,145.0,192.0,137.5,0.22999999999999998,36.086,59.5,7.237,85.6,3.0,2461.5,1427.5,0.774,14.0,277.20000000000005,88.95,0.079
0.025178233,0.2522856625848996,5.0900601760920665,8.178855214476107,196.25,379.75,193.5,2.51,49.931692319999996,172.0,25.10875,98.4267775,3.0,2186.8325000000004,1131.2425,1.134,13.452333333333334,314.668,46.529125,2.191422125
0.10090844,0.38653074821023553,3.9288889584749103,5.8167756996303615,127.5,252.5,122.0,1.79,48.689,137.5,18.307,24.635,4.0,680.19,401.165,0.388,7.28,114.8,58.027,2.922227
0.026310408,0.3438150512428811,3.715095865306545,5.75305923485509,346.6666666666667,561.3333333333334,333.6666666666667,1.03,136.540696,258.6666666666667,26.221999999999998,111.0,12.0,4470.373333333333,1856.6200000000001,1.7860000000000003,14.71,345.0333333333333,28.775000000000002,5.622760075
0.070771788,0.26420651631411696,3.918327915886966,5.9317072585089266,178.33333333333334,309.0,184.66666666666666,0.9500000000000002,59.36508733266667,147.0,16.102,56.73333333333333,4.0,2118.824,1211.7666666666667,1.146,7.8999999999999995,180.4333333333333,15.754999999999999,2.5009730300000004
0.019124018,0.5993214204529861,4.444210229820665,7.388769318419798,207.5,311.0,197.5,1.4299999999999997,149.029,108.5,12.521,131.4,8.0,2807.6,1026.0,0.205,7.83,258.7,6.17,2.34567
,0.06707282043227701,4.671251182419971,7.713305953946358,105.0,195.0,109.5,0.6800000000000002,30.0725,94.0,9.2555,28.349999999999998,2.0,1672.912,1034.5,0.7175,25.915,196.75,74.635,1.733312565
,0.4320055130833074,4.506540217282197,6.525449597575632,227.5,313.5,212.5,0.30000000000000027,306.5224,131.5,11.764,72.0,20.0,3933.0,1567.0,0.1905,21.880000000000003,407.0,43.699999999999996,2.006362
,0.16843171638498236,3.2128391551024684,4.592672604958742,127.5,199.0,119.5,0.8900000000000001,72.237,89.0,9.6765,32.7,5.0,877.912,490.05,0.482,3.67,34.8,48.585,2.07710403
,0.26113194546226226,6.119473262210857,10.392164525817183,170.0,280.0,159.0,0.96,88.66,141.0,17.128,27.67,7.0,1945.1,1084.7,0.244,15.03,206.60999999999999,35.909,3.8937250000000003
,0.15689853222256772,3.7893462430554115,4.62325082425757,427.5,622.5,365.00000000000006,0.5799999999999998,263.351835,165.5,22.8555,246.0,28.0,10387.5,5434.0,1.1965000000000001,46.755,1229.6,500.0,3.3112823000000002
,0.3796024542335305,4.657542957638434,8.069841472733819,215.0,329.0,202.0,2.11,55.072512853333336,78.0,15.323666666666668,150.73333333333332,3.0,2372.3333333333335,997.8333333333334,1.3625,12.24,381.4,102.25066666666667,-0.4260493333333333
0.026461791,0.34444848684390816,5.994141489244077,10.431718795993415,343.3333333333333,558.6666666666666,333.0,0.9300000000000002,143.502,273.3333333333333,27.528666666666666,91.44666666666667,12.0,3767.0399999999995,1307.1066666666668,1.7266666666666666,10.63,274.23333333333335,96.51666666666667,5.622760075
0.063146403,0.48753334379681534,4.696961867847931,7.354855943173236,135.0,213.0,134.66666666666666,0.8,111.39166666666667,78.33333333333333,7.995,59.43333333333334,7.0,3120.3333333333335,1636.2333333333333,0.35000000000000003,31.203333333333333,335.93333333333334,62.1,1.1247990333333333
0.062738732,0.3813427170746981,3.920838332229246,6.27507127043925,193.33333333333334,308.6666666666667,190.33333333333334,1.54,166.0266,164.33333333333334,16.3,46.70000000000001,8.0,1763.946,638.6,0.856,12.23,182.5,5.455666666666667,2.500015186666667
0.08366057,0.3467545046816947,3.1736494830322353,4.520898812166203,207.5,301.5,200.0,1.0300000000000002,152.37522,132.5,13.823,76.4,7.0,2282.5,1466.7,0.485,24.27,271.95,30.7,3.3215368
0.063641242,0.13532851515704225,2.8019514785073842,4.0261309321594965,141.66666666666666,284.3333333333333,146.66666666666666,1.48,65.89358733266666,160.33333333333334,19.551,31.3,4.0,1122.19,328.93333333333334,0.4895,4.79,172.9,33.4405,2.0806715
0.346878677,0.48293878004086543,2.336543710656399,3.50400241449842,188.33333333333334,285.3333333333333,174.66666666666666,0.7799999999999998,122.01177666666666,90.0,9.907,99.33333333333333,9.0,4065.6666666666665,1992.0666666666666,0.417,43.699999999999996,432.3333333333333,100.4,1.308212
0.73115742,0.3163188421441965,2.301618938406819,3.0771230066011466,160.0,289.0,152.0,1.6099999999999999,104.27413333333334,151.0,18.67233333333333,41.96666666666667,7.0,1725.5233333333333,838.9666666666667,0.2835,12.4,256.0,29.460333333333338,1.8255675
0.109562146,0.44447935926409254,2.332445054844556,3.110303653760311,135.0,196.0,112.00000000000001,0.0,63.546,71.0,7.726,46.5,8.0,2840.0,1356.6,0.385,13.01,304.6,401.0,1.235
0.471436185,0.4593443278849719,3.2135257653357026,4.7804195290356795,181.66666666666666,214.33333333333334,159.66666666666666,0.91,122.944,58.666666666666664,6.757666666666666,130.06666666666666,5.0,1762.0,841.5500000000001,0.4586666666666666,7.21,150.53333333333333,95.65,0.25068158
-0.004672324,0.21621737891793005,3.039813139767088,4.403929424582576,135.0,197.0,110.00000000000001,0.0,58.6934,67.0,7.639,49.0,8.0,3005.0,1726.0,0.443,17.61,378.6,90.9,1.156
0.095466716,0.30743583886572273,2.9915348023337702,4.324802309669467,303.3333333333333,585.6666666666666,306.0,2.49,187.16958666666667,266.3333333333333,38.687333333333335,127.43333333333334,14.0,4561.443333333334,2654.5333333333333,0.2905,29.299999999999997,830.0,57.5945,3.6399315
0.337063032,0.26927416167589896,3.545336074125678,5.756577611555001,192.5,297.25,178.0,2.49,93.31275000000001,106.75,13.653,96.075,7.0,2427.3475000000003,1423.2,0.5935,15.753333333333332,314.46666666666664,53.955666666666666,1.4631133749999998
,0.5635607955142179,2.8384344059834605,4.23550437776689,235.0,293.5,220.5,0.5899999999999999,221.1329,135.0,11.108,83.6,10.0,2564.5,1005.5,0.6365,15.6,237.9,85.9,1.884724
,0.3968593770269091,3.267969301109835,4.877376017177012,327.5,478.0,316.0,0.7699999999999998,233.2745,235.5,20.414,108.35,14.0,3790.15,1164.32,0.468,11.085,314.65,82.58,3.3310049999999998
0.049356802,0.6610366505749584,3.101620507822451,4.598757335024348,145.0,192.0,137.5,0.22999999999999998,36.086,59.5,7.237,85.6,3.0,2461.5,1427.5,0.774,14.0,277.20000000000005,88.95,0.079
,0.19353158557567243,4.506190486376892,8.026832752282301,160.0,285.5,160.5,1.5499999999999998,32.05,90.5,14.3165,91.7,3.0,5978.5,4376.0,1.0375,9.2,153.6,3.18,1.274394
,0.5262574557116221,3.2246200472001,4.918633746987942,297.5,424.0,287.0,0.8700000000000001,273.865165,169.5,16.524,135.0,13.0,3378.5,1957.5500000000002,0.3835,53.730000000000004,225.2,42.900000000000006,5.912628
0.206003214,0.23782307333178979,3.3267876608551923,4.628175490642854,225.0,406.6666666666667,208.0,1.51,119.56779999999999,213.66666666666666,26.447999999999997,53.36666666666667,10.0,2096.286666666667,1059.8,0.474,14.565,283.95,286.2093333333333,3.4897080000000003
,0.4764861544736569,3.3225730999856644,5.644891631321189,297.5,424.0,287.0,0.8700000000000001,273.865165,169.5,16.524,135.0,13.0,3378.5,1957.5500000000002,0.3835,53.730000000000004,225.2,42.900000000000006,5.912628
0.151298344,0.2607753670411154,3.5986279010164157,5.5674106243814565,125.0,240.33333333333334,125.33333333333333,1.3900000000000001,40.493,117.0,15.535000000000002,30.256666666666664,3.0,1320.9333333333334,834.1033333333334,0.5455,28.94,248.9,88.35066666666667,-0.7052394499999999
,0.5221207601494123,3.698386451684735,5.7806383386380045,232.5,319.5,222.0,0.7999999999999998,206.22711,114.5,11.700000000000001,115.0,11.0,3018.0,1812.9,0.285,40.16,311.2,48.86,1.5605000000000002
0.092567105,0.19309148609591448,3.7077232904051107,5.221381884420182,121.66666666666667,196.0,116.66666666666667,1.06,104.18533333333335,95.66666666666667,10.866666666666667,24.77,6.0,559.8180000000001,295.3933333333333,0.435,4.698333333333333,32.85333333333333,2.858333333333334,2.7203461150000003
,0.2051201526933567,3.2772418213737327,4.742205757782301,492.5,1111.0,516.5,1.5699999999999998,75.536,522.5,70.2555,149.85625000000002,13.0,31159.075,23196.845,6.0105,2.89,148.0,51.94,7.881738499999999
0.21490234,0.5919411626728583,3.4444029755192798,4.665276394905453,260.0,339.0,244.33333333333334,0.9600000000000002,161.39933333333332,94.0,11.622,171.46666666666667,11.0,4390.333333333333,2677.0,0.8746666666666666,21.95,448.8,214.5,1.05
,0.17293188219525682,2.8264191467266024,4.09338900301344,70.0,170.0,75.0,0.0,12.011,87.0,11.26,11.3,2.0,5100.0,3820.0,0.711,0.0,0.0,1.59,1.262119
,0.47948596306410507,3.356933564045189,5.054019775526574,297.5,421.0,285.0,1.1,278.8834,173.5,16.226,125.5,14.0,3728.5,2052.05,0.379,53.730000000000004,281.7,42.900000000000006,3.126314
,0.4149059557683507,3.3691908312191696,5.126054274927096,287.5,420.5,280.0,0.8,280.645,175.5,16.926000000000002,108.5,16.0,4629.5,2335.55,0.3745,39.415000000000006,362.2,32.95,2.963314
,0.31952524302591256,3.098657108243153,3.6960071345361616,97.5,176.5,90.5,1.79,40.689499999999995,88.0,11.501999999999999,21.985,4.0,635.095,373.765,0.388,7.28,114.8,58.0135,1.4611135
0.273642155,0.44249446314503466,3.3522439398607586,4.823758204203619,140.0,191.0,123.5,0.78,119.63,95.5,8.888,33.2,6.0,1365.412,493.325,0.4455,3.0,94.15,17.785,1.2169235950000001
0.214833483,0.5008361466008786,3.1435567232092745,4.751399296136888,146.66666666666666,213.0,134.0,1.0099999999999998,57.1338,54.333333333333336,7.217,83.26666666666667,5.0,2621.6666666666665,1349.5333333333333,0.47266666666666673,21.203333333333333,286.73333333333335,75.55000000000001,0.8044206666666667
,0.349958509973696,3.408747088175544,4.956348233249606,147.5,203.99999999999997,134.5,0.25,137.1802,87.0,8.339500000000001,43.335,8.0,1531.5,618.615,0.256,9.14,143.4,61.95,0.942362
0.11415853,0.6576114921749514,5.1096337947287935,8.85326876140231,147.5,195.0,139.5,0.6499999999999999,71.5075,83.0,7.4945,62.1,4.0,1953.0,713.55,0.6234999999999999,8.135,213.9,111.4,1.112067
0.26162788,0.5725585905984967,3.1329049677350307,4.060035096022959,147.5,189.5,139.5,0.7399999999999998,73.0325,86.0,8.127,57.1,4.0,1635.5,912.95,0.615,14.639999999999999,163.5,90.215,1.046
0.110340489,0.2510402563778758,2.609020593302685,3.969387372740206,335.0,458.0,287.0,1.24,324.80699999999996,229.5,25.654,77.9,17.0,3096.9,964.2649999999999,0.477,14.309999999999999,533.4000000000001,52.976,-0.8648852599999999
0.026345207,0.33895277855849715,2.9222021490596886,4.15338468890188,340.0,556.6666666666666,334.3333333333333,0.97,115.00769233333334,272.6666666666667,27.519333333333332,96.64666666666666,10.0,3809.7066666666665,1727.4866666666667,2.078666666666667,14.07,283.43333333333334,235.78333333333333,5.625590075000001
,0.6250714410736048,4.3955328191015814,7.378623442029714,167.5,207.5,151.0,0.18999999999999995,82.21050000000001,45.5,6.5920000000000005,138.1,4.0,2531.0,997.0,0.615,7.199999999999999,264.9,83.65,0.65
,0.5224911880799145,3.4701658714479624,5.244076992132696,297.5,421.0,285.0,1.1,278.8834,173.5,16.226,125.5,14.0,3728.5,2052.05,0.379,53.730000000000004,281.7,42.900000000000006,3.126314
0.026786124,0.2735813201548595,5.33824675613801,8.960740507417778,171.66666666666666,299.0,167.33333333333334,2.34,104.60231333333333,139.66666666666666,18.951999999999998,87.93333333333334,4.0,1486.0233333333333,581.6999999999999,0.197,12.01,221.975,6.7405,2.6374591
0.086855014,0.35953755881791494,3.2254389169395505,5.288103995732719,343.3333333333333,575.3333333333334,344.0,0.98,161.53091333333333,254.66666666666666,28.004,112.84666666666665,13.0,5916.648,3207.6666666666665,1.724,26.073333333333334,598.4666666666667,60.27333333333333,4.953145393333334
0.388065867,0.5554341111320142,3.426579363944957,5.38479482633336,138.33333333333334,209.0,125.33333333333333,0.5,126.40752300000001,78.0,8.097999999999999,45.166666666666664,11.0,2821.0,1066.4266666666665,0.24533333333333332,10.92,313.53333333333336,261.93333333333334,1.551899
0.140472,0.6295509450703614,2.921067826319689,3.4764983619250636,220.0,303.5,209.5,0.6499999999999999,130.86249999999998,128.0,11.166,88.6,8.0,3224.5,966.1,0.7344999999999999,11.67,361.9,144.8,2.224134
0.251684333,0.39698929825036083,2.877436909877368,3.4354097575888636,175.0,262.6666666666667,156.66666666666666,0.6399999999999999,108.16786666666667,113.66666666666667,11.573,53.93333333333334,9.0,2468.733333333333,1313.7,0.33999999999999997,13.339999999999998,250.70000000000002,173.64666666666665,2.166446666666667
0.119871701,0.1808792681507281,3.2905317462489756,4.908457770164718,148.33333333333334,293.0,148.33333333333334,2.44,32.961666666666666,128.33333333333334,18.413666666666668,65.73333333333333,2.0,1986.1899999999998,1283.1333333333334,0.839,16.4,329.05,13.740499999999999,1.5625378333333335
0.288943465,0.5469793701850765,3.1631809171419976,5.070044713930932,136.66666666666666,194.66666666666666,123.66666666666667,0.6999999999999997,51.95606466666666,76.0,7.808666666666667,55.4,5.0,2536.3333333333335,1300.2,0.601,20.493333333333332,282.9666666666667,105.39999999999999,0.94748423
0.230556806,0.5604976293047783,2.7093677483353957,3.262801444128685,220.0,275.0,197.0,0.52,52.2275,105.5,11.597,102.2,5.0,2874.5,1826.0,1.2465,16.1,301.8,196.2,0.151
1.241871197,0.2196467103087739,4.041122844584247,6.752814100354425,236.66666666666666,426.6666666666667,236.66666666666666,2.44,57.41233333333334,166.0,24.939000000000004,126.7,3.0,2167.5866666666666,1375.3999999999999,1.0045,34.5,345.1,74.554,2.4276917
0.200467916,0.2689732634653144,2.517103489018448,2.9630560135247745,376.6666666666667,571.3333333333334,348.3333333333333,0.78,238.10666666666665,282.6666666666667,26.604666666666663,92.33333333333333,14.0,4418.373333333333,1834.8,1.5200000000000002,29.456666666666667,344.43333333333334,71.31666666666668,4.534981383333334
0.180260455,0.4071533392582267,3.616384243721217,5.501119303279237,167.5,222.5,148.5,0.95,75.583,39.5,6.71,121.85,5.0,2248.5,1199.3,0.34299999999999997,11.105,224.3,401.0,0.6415000000000001
0.146494528,0.39509236192468594,3.6871042656179585,5.3946753344281335,181.66666666666666,295.0,176.33333333333334,2.06,38.17466666666666,92.33333333333333,15.913666666666666,127.67500000000001,2.0,1831.3666666666668,814.8533333333334,3.65,21.29,312.0,76.61733333333333,-0.11039666666666663
,0.5166384770931629,4.456266704162437,7.691129121622663,405.0,647.0,389.5,0.8699999999999999,253.69599999999997,232.0,22.509999999999998,204.0,16.0,9428.0,3673.5,0.9075000000000001,95.55,964.5,301.0,4.03978
0.176241089,0.30513603611559786,3.7278056755070734,5.974588793087791,188.33333333333334,344.3333333333333,175.66666666666666,1.54,84.99766666666666,182.33333333333334,22.697333333333333,43.300000000000004,8.0,2094.1566666666663,1047.8333333333333,0.77,18.295,319.38,267.362,3.4056429
,0.5077272755465202,3.26347333586021,4.063555718424661,410.0,649.0,392.5,0.9099999999999997,251.027735,229.0,22.5355,207.5,16.0,9622.5,3623.5,0.9035000000000001,96.25,1021.0,157.2,3.31678
,0.20898916979613186,4.364096760201471,6.5449715559173995,168.33333333333334,340.3333333333333,167.0,1.54,114.51966666666665,192.0,24.874,28.00333333333333,7.0,649.53,314.49333333333334,0.138,3.7625,59.1,2.9760000000000004,3.932562
0.129288586,0.17629367069084081,3.4275503646995573,4.546835578173354,206.66666666666666,464.6666666666667,215.66666666666666,1.81,61.298,266.3333333333333,36.24066666666666,69.83807333333333,6.0,2597.17,1540.6733333333334,0.97,17.617,460.904,20.632666666666665,3.2879858333333334
0.35826038,0.4777855848979464,3.1008456697237876,3.813940977063626,188.33333333333334,284.6666666666667,172.0,0.7899999999999998,97.69967799999999,84.33333333333333,9.965333333333334,99.0,8.0,4320.0,1994.7333333333333,0.4613333333333333,33.526666666666664,470.7,110.2,1.1448934866666667
,0.37472620803816514,3.7717434751230505,6.610512990710999,117.5,329.00000000000006,132.5,0.5000000000000002,93.936,236.5,31.112,43.01422,9.0,3005.56,1868.02,0.133,17.734,413.808,86.863,1.9165199999999998
0.026730083,0.35267489009728403,4.429054892124697,7.348483939845062,346.6666666666667,560.6666666666666,331.6666666666667,0.77,137.14533333333335,261.3333333333333,26.534000000000002,107.0,12.0,4995.706666666666,2050.62,1.7633333333333334,14.976666666666667,424.3666666666666,72.78333333333333,3.8491733833333335
0.054022137,0.31192391654887236,3.4765196120874022,5.592851161097191,168.75,286.75,163.5,2.62,90.1435525,106.75,16.081,112.3,6.0,1393.5425,519.725,0.434,40.50333333333333,146.58,26.6475,2.8325118333333337
,0.4495820288023824,3.6116907637503957,4.927634926336129,265.0,381.3333333333333,228.66666666666666,0.78,153.04600000000002,166.0,16.668666666666667,76.10000000000001,14.0,3895.216,1806.1333333333332,0.9156666666666666,15.266666666666667,365.73333333333335,416.5466666666666,2.7454026866666665
0.626164111,0.5855196171483578,1.959637321525093,2.770212301632089,350.0,512.3333333333334,334.0,0.6099999999999999,143.59483083333333,196.33333333333334,17.342666666666666,163.33333333333334,14.0,8393.333333333334,3540.8333333333335,1.844,38.02333333333333,917.5666666666666,463.26666666666665,1.4967166666666667
