Exyzz,MPE,Bond_mean,Bond_max,R_atom,R_vdw,R_cov,D_EN,m_atom,N_mendeleev,I,DP,Density,T_boil,T_melt,H_spec,H_fuse,H_evap,TC,EA
0.0,0.31631834065495,3.6836488585852436,5.376856345877573,175.0,286.5,165.5,1.2600000000000002,135.746,146.5,18.175,31.555,8.0,553.465,289.34,0.138,7.5575,49.66,4.159000000000001,7.22545
1.0,0.49155826604501285,3.3099757402074252,4.909595153895784,192.5,294.5,186.0,2.0200000000000005,107.571,116.5,15.7225,118.6,5.0,1909.1,819.2,0.205,9.96,164.91,0.018,4.570725
52.0,0.3949006544179897,3.171993973571936,4.113506671524474,182.5,290.0,171.5,0.6699999999999999,108.43759700000001,132.5,13.6925,56.4,9.0,2529.6,1374.0,0.456,12.97,254.25,50.52,2.35179823
17.0,0.5092777300320293,3.3615848774824215,4.172586545502282,232.5,413.5,228.99999999999997,0.010000000000000009,71.4742,165.5,16.046,80.44999999999999,7.0,5444.5,3387.5,1.276,84.70500000000001,763.8,268.95,2.66228165
27.0,0.32223189049102946,3.983641320363266,6.499517126580931,235.0,383.0,242.0,0.17000000000000037,148.69739249999998,187.0,18.633,65.0,11.0,2865.5,2240.3,0.653,36.8,212.6,60.2,1.822356
22.5,0.6450648801253156,3.798460558808231,5.120467828037612,152.5,223.0,142.5,0.5999999999999999,189.541,62.0,8.6275,68.455,13.0,3049.865,1368.64,0.14200000000000002,13.697500000000002,316.75,15.65,0.013999999999999999
0.0,0.35005285630447497,3.0920772083392554,4.754183864790127,147.5,208.5,138.5,1.74,84.40492,60.0,9.0135,91.5,3.0,1971.45,1030.45,0.284,11.035,198.28,0.005,1.8352941000000003
16.0,0.2292354067109475,5.324420411339076,8.550687230449494,117.5,247.0,121.0,0.8900000000000001,55.484500000000004,149.5,18.486,19.75,3.0,569.24,299.8,0.0,5.23,59.7,0.28700000000000003,2.4714485
0.0,0.3241306040451315,3.335326465992693,4.437699464604702,677.5,1073.0,675.0,1.46,591.03782,505.5,58.563500000000005,195.0,37.0,9874.6,5967.1,0.42000000000000004,79.33,1255.24,86.27,13.937352800000003
9.0,0.47169957093664994,2.5987417024642534,3.589592858779352,357.5,532.5,335.0,0.050000000000000044,266.7667,213.5,18.5055,130.5,19.0,6588.5,1873.2,0.6655,22.945,781.3,179.05,2.8021339999999997
18.5,0.4814806362225426,3.2326040855181306,4.289522985568963,430.0,509.0,348.0,0.40000000000000013,467.60999999999996,216.0,19.0,107.07,28.0,5732.5,2113.8,0.44,18.159999999999997,541.8,106.5,0.99448632
0.0,0.1586058814188042,3.4222748291572436,5.114134065719749,297.5,469.0,300.0,0.9399999999999997,145.4380385,233.5,20.613,101.14999999999999,9.0,4177.15,1668.5,1.8,18.595,373.65000000000003,237.78,3.463835
2.0,0.3382777980876302,2.6072733664583376,3.46073041573546,137.5,208.0,130.5,0.17999999999999972,115.25274999999999,83.0,8.2335,52.0,9.0,2631.5,1480.85,0.2225,19.855,271.9,82.15,1.553938
7.0,0.3727903895570127,3.2148143590464993,4.2603031557785025,192.5,309.0,182.0,0.1499999999999999,236.452069,123.5,14.100999999999999,50.45,21.0,3559.05,1582.58,0.258,15.295,369.85,318.26,3.318965
23.5,0.33014862628724817,3.6062874975672443,5.513885756832116,182.5,292.0,176.0,0.56,178.3872845,144.5,16.4225,39.0,12.0,1871.9,934.6899999999999,0.129,16.91,199.56,159.005,4.517903200000001
11.0,0.49343273078546973,4.092169518276306,6.065802539083895,237.5,335.0,226.0,0.79,193.89,101.5,10.1645,149.0,11.0,3575.0,1180.1,0.312,11.52,378.5,133.6,2.224134
1.0,0.38604042291826063,4.021904606873219,6.4298951404608715,115.0,189.5,113.5,2.76,53.952121581499995,59.0,11.8185,82.87,2.0,1848.005,924.265,0.284,6.005,186.77,0.028,1.8540948500000003
36.5,0.5399947472578607,3.1805609034253752,3.799601474943778,262.5,380.5,241.5,0.06999999999999984,134.051097,156.0,12.939,102.5,13.0,5585.5,1338.395,0.786,16.125,600.0,92.15,0.97612823
2.5,0.30673732630870204,4.210511258875008,6.324999188266436,167.5,286.5,164.5,0.3799999999999999,129.602,134.5,14.838999999999999,43.4,12.0,2767.824,1408.5,0.7985,12.110000000000001,245.5,36.07,3.14110403
23.0,0.463045638009459,1.9943267335709804,2.534166125763357,200.0,325.5,201.5,0.8999999999999999,48.124,91.5,11.2075,117.7,3.0,3506.5,2239.0,1.0295,55.2,459.8,298.0,1.4017961
1.5,0.224443552747736,3.2291640978351697,4.551384248296676,307.5,481.5,304.0,1.66,249.053,238.5,27.032500000000002,93.5,12.0,3398.8,1783.3,0.146,33.69,346.62,11.51,6.734176400000001
1.5,0.24832088186209145,2.5230781999402407,3.8348290205292117,182.5,288.5,171.0,0.6399999999999999,108.3177,134.5,13.5715,53.4,9.0,2460.6,1353.0,0.443,14.035,249.0,45.970000000000006,2.59867
14.0,0.2811853027676977,4.521034303265114,7.01995168265831,370.0,497.0,338.0,0.8600000000000001,357.40894000000003,263.5,24.607999999999997,89.3,15.0,1921.5,1073.725,0.159,33.425,172.8,35.3,6.29644518
31.0,0.46005261260191377,2.2038190786954543,3.17268950354625,272.5,319.5,228.0,0.0,283.182,103.5,10.251000000000001,139.0,13.0,2948.0,1148.15,0.247,9.54,265.8,42.25,0.7887431600000001
1.0,0.3062229278133167,3.3536555603336504,4.906754745534179,287.5,420.5,280.0,0.8,280.645,175.5,16.926000000000002,108.5,16.0,4629.5,2335.55,0.3745,39.415000000000006,362.2,32.95,2.963314
2.0,0.3025708243928561,3.067039149089879,4.987175168535906,122.5,201.5,120.5,0.34999999999999964,90.0205,80.5,8.556000000000001,50.45,8.0,2565.55,1536.5,0.238,15.365,59.7,58.76,1.535335
1.5,0.30952017946969085,3.7789367279288184,4.8478552232257845,280.0,414.5,272.0,0.56,215.3335,174.5,16.927500000000002,107.0,11.0,3674.5,2050.55,0.563,36.265,286.0,32.400000000000006,2.9958139999999998
15.5,0.4784406703389711,4.646882094503841,7.790842702666575,207.5,446.5,211.5,0.34999999999999964,121.564,208.5,26.999,46.6,15.0,12250.0,8662.5,1.4885,21.76,470.0,38.98,3.588238
2.0,0.3871910181107286,4.702951004839696,7.795422175093648,212.5,317.0,209.0,0.6000000000000001,218.07394,126.5,12.7835,75.0,14.0,4112.0,2357.2,0.271,30.259999999999998,428.8,43.05,2.1318759999999997
0.0,0.3459661850466899,2.228936733893885,2.608618305569987,117.5,247.0,119.5,2.1,48.465000163,137.5,21.360500000000002,31.240000000000002,5.0,1656.51,937.53,0.456,8.25,201.09,50.028,3.7323179300000007
1.0,0.26208556805381883,4.027617440711479,6.260721852888239,175.0,286.5,165.5,1.2600000000000002,135.746,146.5,18.175,31.555,8.0,553.465,289.34,0.138,7.5575,49.66,4.159000000000001,7.22545
0.0,0.3140347038130848,6.86678744661978,12.294528258698849,117.5,245.5,119.0,2.0700000000000003,48.345103163,139.5,21.239500000000003,28.240000000000002,5.0,1587.51,916.53,0.443,9.315,195.84,45.478,3.9791897000000005
0.0,0.3389458632705844,4.00039286247202,6.1573402075906065,120.0,249.5,123.5,2.4299999999999997,46.467425163,133.5,21.137,37.74,4.0,1202.51,812.03,0.477,7.21,117.04,0.056,6.802379400000001
0.0,0.3592447349780727,5.682032266858775,10.359681515054154,120.0,249.0,122.0,2.15,46.920903163,135.5,21.371000000000002,34.74,5.0,1596.51,957.53,0.443,7.41,176.54,40.228,3.4766897000000005
0.0,0.30294449095219267,5.217816243056053,9.001936968675357,207.5,355.0,209.0,0.98,90.6357975,208.0,24.334500000000002,36.9,5.0,795.9,803.3,0.328,19.23,46.815,0.026999999999999996,5.8210875
26.0,0.4867631404951424,3.1078622529664117,4.04490856753078,200.0,332.5,203.5,0.5999999999999999,144.10385,96.0,11.304,145.8,8.0,5158.0,2697.0,0.7595,58.655,639.85,298.0,2.7790422
2.0,0.3352157962852257,3.3143871557150906,3.493334324166531,137.5,203.5,127.0,0.4500000000000002,96.49,89.5,9.2015,38.335,6.0,1221.5,707.715,0.2945,12.595,82.3,65.15,1.9708759999999999
0.0,0.2369588409707537,3.3885459278200836,4.701703635886704,142.5,206.0,138.0,0.050000000000000266,124.68,99.0,8.8085,40.5,6.0,1585.5,813.3,0.203,18.994999999999997,122.5,19.365000000000002,1.508438
5.0,0.2882854806150817,3.62666648839661,5.226926490469209,162.5,224.0,149.5,0.98,133.858,58.5,7.2735,121.5,6.0,2481.0,897.35,0.203,11.555,223.9,12.8,1.310438
-16.0,0.5706077990161245,3.2934268966101845,3.4854877925226493,300.0,425.00000000000006,260.0,0.20999999999999996,200.394,152.5,17.3525,92.25,17.0,2977.0,1569.45,0.5405,15.670000000000002,240.95000000000002,345.85,1.235
36.0,0.5412111927431907,4.70354930829038,7.602185699523756,200.0,253.0,183.5,0.18000000000000005,39.58815,5.0,5.2265,225.25,1.0,1402.0,724.4,0.7030000000000001,55.85,77.965,79.0,0.26300999999999997
-44.5,0.5847619690726246,3.8461824862325824,5.026729177500001,255.0,425.5,250.0,0.30999999999999983,200.865,160.0,15.7805,94.0,17.0,7619.5,3655.8999999999996,0.5495,72.69999999999999,904.0,176.8,2.257198
6.0,0.39869522369255084,2.8699949577445287,4.277078676713901,260.0,376.5,242.0,3.16,94.9670015815,57.0,12.887,321.67,2.0,1003.505,338.965,0.72,2.455,79.07,58.214000000000006,2.1865148500000005
35.5,0.2268677026792919,3.7289368733526573,6.106390769447628,280.0,424.0,238.5,1.64,228.3785,233.5,26.523,57.95,13.0,1865.285,658.8,0.256,8.62,324.8,46.1405,2.5686702500000003
0.0,0.06555017569847657,3.5571777912600626,5.454782782330228,92.5,186.0,98.0,0.1499999999999999,20.891880999,87.5,9.389,22.75,2.0,2242.0,1445.15,0.891,13.055,277.15,27.4,0.513165
6.5,0.23236072063148253,3.440713052941186,4.6542898532103205,352.5,505.0,339.5,1.06,300.262125,242.0,24.279,114.8,14.0,3422.5,2143.9,0.268,44.44,423.9,53.7,6.5767766
0.0,0.09223768517207043,4.062658693615926,6.4811953606654935,127.5,213.5,128.0,0.06000000000000005,73.3975,89.0,7.747,45.15,4.0,2585.5,1094.05,0.46249999999999997,28.835,339.5,107.9,1.25079405
33.0,0.26940990962568045,2.804787186160948,4.053700012439307,215.0,309.0,201.0,0.3899999999999999,147.75805,121.5,11.991,84.5,10.0,3380.5,1968.9,0.44899999999999995,30.58,366.2,71.38,1.379
12.0,0.3468416408742117,4.642571932758411,7.73807910904656,150.0,253.0,135.0,1.64,119.59899999999999,144.5,17.317999999999998,28.8,6.0,1096.69,355.125,0.159,4.77,177.8,17.677,1.63948508
-25.0,0.5147435570026282,8.316806746587078,15.303361059297924,337.5,408.0,278.5,0.47999999999999976,362.25274999999993,168.5,14.853000000000002,103.5,23.0,5019.5,2020.475,0.3605,18.055,513.7,127.94999999999999,1.10361474
2.0,0.13571899999410295,3.2074929210207084,4.918991323067089,400.0,613.0,358.0,1.24,338.81399999999996,322.5,40.184,85.3,18.0,3174.3,1027.5549999999998,0.477,14.309999999999999,533.4000000000001,53.001999999999995,-2.26488526
4.0,0.09680891867511286,2.1489369586479903,2.1489369586479903,547.5,727.9999999999999,515.0,0.5,725.4244845,327.5,26.4675,162.0,38.0,7189.0,2302.29,0.4365,39.34,686.0,182.7,3.981401
8.5,0.2002085487071925,3.3536839657833233,3.4538439828969185,140.0,318.0,146.0,0.8599999999999999,40.0285,198.5,25.595,17.65,2.0,494.197,275.2,0.732,1.23,10.5,0.17550000000000002,3.230222265
17.0,0.5711269649779507,2.3798757504386177,3.5599108158168766,192.5,301.5,192.0,1.2499999999999998,168.216,123.5,13.1645,80.4,11.0,3693.1,1741.5,0.146,17.78,347.2,12.02,2.02767
0.0,0.28072847709294557,3.8448451521606697,5.84461952640712,162.5,221.0,154.0,0.9300000000000002,138.98000000000002,62.5,7.3260000000000005,115.0,6.0,1663.5,1036.35,0.1905,13.405000000000001,107.4,14.3,1.9708759999999999
-6.0,0.1574625236669896,3.5943203174390823,5.518239527996955,175.0,420.0,179.5,1.4,34.8085,229.5,28.713,28.45,4.0,4066.285,2655.2,2.05,47.2,1009.0,27.4405,2.47139325
0.0,0.17269736740457767,3.2824436124192737,4.299739369681796,165.0,330.5,162.5,1.1400000000000001,52.783500000000004,175.0,25.657999999999998,34.35,5.0,1536.1,773.2349999999999,0.385,13.01,304.6,200.539,-1.4824999999999995
-1.0,0.175987772749855,3.1524523976533736,4.118081155754954,97.5,171.0,97.5,1.23,41.865,88.0,10.2645,28.7,3.0,1376.7,183.11,0.372,5.59,270.3,14.063,-0.485
12.5,0.5752468846262082,2.5454482917642545,4.053911310462764,130.0,187.0,124.0,0.0,69.723,83.0,5.999,50.0,5.0,2676.0,302.93,0.372,5.59,270.3,28.1,0.43
14.0,0.345893380285203,4.0972212430905985,7.045752538248972,210.0,316.0,204.5,1.3299999999999998,168.5055,74.5,11.568999999999999,168.65,9.0,5385.0,3595.0,0.5285,0.0,582.0,11.495,0.9830595
2.0,0.37591347518897933,4.881611891385408,8.437735603421853,172.5,289.0,176.5,0.98,78.513185,124.0,13.738999999999999,68.4,6.0,3225.324,1756.5,0.866,14.63,350.5,27.12,2.53580703
6.0,0.4133130683953987,3.9061760126553815,6.77883754375042,212.5,315.0,209.5,0.5,174.05318499999998,126.0,12.388,87.0,10.0,3770.5,2093.2,0.335,31.310000000000002,389.8,41.150000000000006,2.429579
3.0,0.6023488330981045,4.857410660863791,7.775481746876388,130.0,187.0,124.0,0.0,69.723,83.0,5.999,50.0,5.0,2676.0,302.93,0.372,5.59,270.3,28.1,0.43
20.0,0.38378010007008484,3.310210847118475,4.766886965486601,153.33333333333334,291.3333333333333,149.0,1.79,77.36233333333332,154.66666666666666,19.189,35.85666666666666,5.0,1331.19,454.07666666666665,0.305,7.175000000000001,205.4,60.96033333333333,2.74770375
22.5,0.3756479270415707,4.416154410901021,6.883321874802406,278.3333333333333,414.6666666666667,263.3333333333333,0.74,253.1208896666666,177.33333333333334,17.342333333333332,90.33333333333333,17.0,3692.3333333333335,2119.46,0.4736666666666667,35.10666666666666,293.73333333333335,156.36666666666667,3.6193779999999998
6.0,0.185351364623922,3.464407084640365,5.387691295941273,100.0,240.0,108.5,0.4900000000000002,20.0125,136.5,20.16,13.05,1.0,2627.4,1973.29,0.711,0.0,0.0,0.8210000000000001,-0.7689404999999999
11.0,0.45169770182483704,3.120546208238681,4.161681704071465,172.5,289.0,176.5,0.98,78.513185,124.0,13.738999999999999,68.4,6.0,3225.324,1756.5,0.866,14.63,350.5,27.12,2.53580703
143.0,0.36812058512766516,4.87168009642682,8.025925091599632,95.0,169.5,98.5,1.43,20.49426925,87.5,10.2575,32.6,1.0,1408.7,498.395,0.9,10.75,284.1,118.513,-0.48358499999999993
-1.0,0.2822552716547686,3.05665716803605,4.05189446654221,288.3333333333333,456.6666666666667,275.0,0.8499999999999999,208.93866666666668,199.66666666666666,20.774666666666665,92.2,18.0,5147.466666666666,2784.4,0.4515,27.313333333333333,557.3333333333334,325.6933333333333,3.7896466666666666
15.0,0.3866568656093117,3.2849864319487994,4.62856914912273,238.33333333333334,392.0,218.66666666666666,2.1799999999999997,182.76653755066664,221.66666666666666,29.874000000000006,53.82,12.0,2213.346666666667,907.9733333333334,0.3205,7.89,218.52,164.43733333333333,5.197919600000001
64.0,0.4434482826753617,3.58056694702299,5.699250388750186,135.0,224.33333333333334,125.66666666666667,2.13,39.949666666666666,115.0,14.197333333333333,42.76666666666667,4.0,1461.1266666666668,796.0666666666666,0.705,11.105,218.20000000000002,185.68466666666666,2.0786135
0.5,0.2978854414698488,3.330257881756962,4.422333376339235,115.0,190.0,115.99999999999999,0.0,78.971,101.0,9.752,28.9,4.0,958.1,490.0,0.0,5.23,59.7,0.52,2.02067
67.5,0.295285520836119,2.8826761348181535,3.5939968226087893,130.0,240.66666666666666,127.0,1.3900000000000001,55.34133333333333,117.33333333333333,15.450999999999999,31.156666666666666,4.0,1479.2666666666667,676.6366666666667,0.355,22.04,221.4,58.75066666666666,-0.7836439999999999
13.5,0.14151687991922987,2.9521431503856648,3.783033015971376,303.3333333333333,704.0,314.3333333333333,1.4,76.57700000000001,417.6666666666667,53.26866666666666,42.5,6.0,3369.786,2137.0666666666666,1.757,24.830000000000002,515.0,18.527666666666665,5.95455852
34.0,0.700235861206451,4.410247447596079,6.749427512818714,155.0,220.5,145.0,0.3599999999999999,101.819,61.0,7.813000000000001,79.0,7.0,2844.0,1359.55,0.2565,12.655,313.05,59.800000000000004,0.426
1.0,0.33819883126921646,2.919344183889074,4.320597431172742,172.5,288.5,172.0,0.41999999999999993,80.035,126.0,13.905999999999999,62.9,7.0,3160.324,1831.0,0.8574999999999999,15.23,305.5,0.54,2.45110403
2.0,0.37670217204566153,2.9761712731540175,3.573691462670103,215.0,329.0,201.33333333333334,2.11,84.16117952,78.33333333333333,15.387666666666666,147.73333333333332,5.0,2645.6666666666665,1123.8333333333333,1.295,15.190000000000001,385.4,102.35066666666667,-0.5633826666666666
2.0,0.4278753573254603,2.9793473573797393,3.583178017928776,148.33333333333334,206.0,141.66666666666666,0.8500000000000001,118.51760666666667,73.66666666666667,7.437333333333332,84.3,6.0,2143.1666666666665,772.8766666666667,0.27749999999999997,10.555,233.75,19.6,1.5513456
1.0,0.3464493887705719,3.2360165725497856,4.051886162688,177.5,291.5,180.0,1.25,77.672,122.0,13.676499999999999,75.4,5.0,3042.824,1448.5,0.8725,10.83,294.0,11.62,2.29010403
82.0,0.5496430544281787,3.041547196110476,3.560213107648035,126.66666666666667,207.66666666666666,128.0,1.2499999999999998,95.18200000000002,78.0,8.242666666666667,56.400000000000006,6.0,3018.7000000000003,1558.6666666666667,0.4245,26.97666666666667,339.23333333333335,57.50666666666667,1.1413970333333332
0.0,0.32912303642108987,3.6444499837344546,4.359489139361091,167.5,283.5,170.0,0.9500000000000002,57.53075,123.5,13.733,62.9,5.0,2542.824,1466.0,0.9744999999999999,9.98,240.5,15.62,2.3396040300000003
3.0,0.40767741103754046,3.3222416547062803,3.6703932976733156,220.0,338.0,218.33333333333334,0.6499999999999999,127.30258733266665,128.0,14.051333333333332,100.33333333333333,7.0,3399.6666666666665,1876.2333333333333,0.735,25.310000000000002,331.53333333333336,36.2,1.6154529999999998
0.0,0.16843171638498236,3.2128391551024684,4.592672604958742,127.5,199.0,119.5,0.8900000000000001,72.237,89.0,9.6765,32.7,5.0,877.912,490.05,0.482,3.67,34.8,48.585,2.07710403
2.0,0.3796024542335305,4.657542957638434,8.069841472733819,215.0,329.0,202.0,2.11,55.072512853333336,78.0,15.323666666666668,150.73333333333332,3.0,2372.3333333333335,997.8333333333334,1.3625,12.24,381.4,102.25066666666667,-0.4260493333333333
13.0,0.48753334379681534,4.696961867847931,7.354855943173236,135.0,213.0,134.66666666666666,0.8,111.39166666666667,78.33333333333333,7.995,59.43333333333334,7.0,3120.3333333333335,1636.2333333333333,0.35000000000000003,31.203333333333333,335.93333333333334,62.1,1.1247990333333333
-11.0,0.4593443278849719,3.2135257653357026,4.7804195290356795,181.66666666666666,214.33333333333334,159.66666666666666,0.91,122.944,58.666666666666664,6.757666666666666,130.06666666666666,5.0,1762.0,841.5500000000001,0.4586666666666666,7.21,150.53333333333333,95.65,0.25068158
0.0,0.21621737891793005,3.039813139767088,4.403929424582576,135.0,197.0,110.00000000000001,0.0,58.6934,67.0,7.639,49.0,8.0,3005.0,1726.0,0.443,17.61,378.6,90.9,1.156
-6.0,0.2607753670411154,3.5986279010164157,5.5674106243814565,125.0,240.33333333333334,125.33333333333333,1.3900000000000001,40.493,117.0,15.535000000000002,30.256666666666664,3.0,1320.9333333333334,834.1033333333334,0.5455,28.94,248.9,88.35066666666667,-0.7052394499999999
3.0,0.2051201526933567,3.2772418213737327,4.742205757782301,492.5,1111.0,516.5,1.5699999999999998,75.536,522.5,70.2555,149.85625000000002,13.0,31159.075,23196.845,6.0105,2.89,148.0,51.94,7.881738499999999
-2.0,0.31952524302591256,3.098657108243153,3.6960071345361616,97.5,176.5,90.5,1.79,40.689499999999995,88.0,11.501999999999999,21.985,4.0,635.095,373.765,0.388,7.28,114.8,58.0135,1.4611135
14.0,0.39698929825036083,2.877436909877368,3.4354097575888636,175.0,262.6666666666667,156.66666666666666,0.6399999999999999,108.16786666666667,113.66666666666667,11.573,53.93333333333334,9.0,2468.733333333333,1313.7,0.33999999999999997,13.339999999999998,250.70000000000002,173.64666666666665,2.166446666666667
38.5,0.39509236192468594,3.6871042656179585,5.3946753344281335,181.66666666666666,295.0,176.33333333333334,2.06,38.17466666666666,92.33333333333333,15.913666666666666,127.67500000000001,2.0,1831.3666666666668,814.8533333333334,3.65,21.29,312.0,76.61733333333333,-0.11039666666666663
12.5,0.4495820288023824,3.6116907637503957,4.927634926336129,265.0,381.3333333333333,228.66666666666666,0.78,153.04600000000002,166.0,16.668666666666667,76.10000000000001,14.0,3895.216,1806.1333333333332,0.9156666666666666,15.266666666666667,365.73333333333335,416.5466666666666,2.7454026866666665
84.5,0.5855196171483578,1.959637321525093,2.770212301632089,350.0,512.3333333333334,334.0,0.6099999999999999,143.59483083333333,196.33333333333334,17.342666666666666,163.33333333333334,14.0,8393.333333333334,3540.8333333333335,1.844,38.02333333333333,917.5666666666666,463.26666666666665,1.4967166666666667
6.5,0.34583550010172687,4.484215304523781,7.192254606588943,280.0,419.3333333333333,273.0,0.77,224.7513333333333,180.33333333333334,16.855999999999998,101.33333333333333,12.0,4268.333333333333,2075.4666666666667,0.46900000000000003,42.54666666666667,364.73333333333335,46.70000000000001,3.1807386666666666
4.0,0.23716357512217906,3.519247591040972,5.34661166799481,177.5,303.5,168.0,2.62,58.7329,101.0,15.6985,165.20000000000002,1.0,570.69,210.89999999999998,0.36,2.2,75.8,29.127000000000002,1.7040735
27.0,0.41721026257540345,3.079329023731208,3.774528138378923,145.0,206.0,140.0,0.0,121.76,96.0,8.608,43.0,6.0,1908.0,903.9,0.205,20.08,195.2,24.43,1.046
7.0,0.24534170211162143,3.316677357796407,4.291699042172489,200.0,434.6666666666667,216.0,2.44,89.90853965933333,250.33333333333334,39.641333333333336,59.14666666666667,7.0,2185.02,1163.0933333333332,0.38,11.270000000000001,238.64666666666668,150.356,7.262712733333335
8.0,0.3665592239941211,3.0699274984356877,3.9402676178450005,265.0,413.6666666666667,236.66666666666666,1.74,236.92830333333333,195.33333333333334,24.28333333333333,83.39999999999999,15.0,2612.92,925.9666666666666,0.1855,10.61,370.9,39.936,3.299227
1.0,0.20953879352738536,3.6709316841754087,5.7584774351837,190.0,296.5,180.5,1.06,180.2,147.5,17.025,37.955,9.0,646.765,383.03999999999996,0.138,11.717500000000001,58.81,4.155,6.727176400000001
68.0,0.5695780827001914,3.1202434392846654,3.7172428941681948,202.5,322.5,197.0,0.7099999999999997,161.875,111.5,11.3115,91.5,11.0,5838.0,2462.1,0.395,49.349999999999994,615.5,71.7,1.239712
1.0,0.34323606903394116,3.9298310100616076,5.935977909747199,250.0,396.5,249.99999999999997,1.2499999999999998,207.7015,174.0,18.0405,94.85,13.0,4172.15,1986.5,0.146,20.395000000000003,377.05,12.28,3.038005
9.0,0.18691772903040432,7.012504212925415,11.942270457936003,166.66666666666666,331.3333333333333,159.66666666666666,1.51,69.10473333333333,191.66666666666666,24.992,30.266666666666666,5.0,1028.12,542.1666666666666,0.237,9.18,137.255,143.03900000000002,3.5863929999999997
2.0,0.4470682158724564,4.603945219773323,6.562841146185937,111.66666666666667,181.33333333333334,109.33333333333333,1.54,101.62780000000002,101.33333333333333,10.901666666666666,24.766666666666666,4.0,768.3633333333333,288.4,0.124,10.785,100.78,2.644,1.9223545666666668
0.0,0.3504627159460618,3.8149530851966023,5.706598785197839,187.5,298.5,185.0,0.3899999999999997,126.946,127.0,13.298,72.4,9.0,3400.6,1935.0,0.251,19.23,354.7,1.04,2.39467
20.0,0.5522733145638216,4.13770553657078,6.168424884491673,131.66666666666666,189.0,121.66666666666667,1.2000000000000002,46.931596333333324,53.0,7.687,83.03750000000001,5.0,1712.3833333333332,1137.23,1.4243333333333332,9.185,189.83333333333334,92.4,0.6947684866666668
6.0,0.23902129110018275,2.625461738928388,3.2132053544675307,111.66666666666667,216.66666666666666,110.33333333333333,2.22,18.373766666666665,102.0,15.35,102.03807333333333,0.0,388.32,142.70333333333335,0.753,51.367,2.069,26.462999999999997,0.20328666666666662
7.0,0.42333015812019215,2.6082726265030156,3.159588834636482,230.0,346.0,230.33333333333334,0.8599999999999999,156.20725399933335,128.66666666666666,13.921333333333331,108.33333333333333,9.0,4126.333333333333,2004.2333333333333,0.5736666666666667,25.576666666666668,427.79999999999995,37.0,1.8467863333333332
7.5,0.5215727300440061,4.5814315027799175,7.346526475197154,235.0,322.0,221.5,0.8299999999999998,166.21292,102.0,11.7165,124.0,8.0,3713.5,1801.4,0.347,25.83,378.7,48.86,1.1995
16.0,0.35464326212787667,3.2681992808782803,4.072538539666261,112.5,195.5,112.0,0.5700000000000003,52.345,94.5,9.1295,29.7,3.0,1910.412,798.3,0.527,19.014999999999997,169.25,30.235000000000003,1.6549080150000002
14.0,0.39919627963547577,3.2970180547894463,5.513399747854639,207.5,304.5,191.0,0.19000000000000017,156.9467,135.5,12.8285,62.5,10.0,2765.5,1585.7,0.4225,26.715,239.10000000000002,59.75,2.548876
18.0,0.5110736407144416,6.078065469689554,10.590872072080943,135.0,213.0,135.33333333333334,0.77,82.303,78.0,7.931,62.43333333333334,5.0,2847.0,1510.2333333333333,0.395,29.236666666666665,333.26666666666665,62.0,1.2621323666666666
6.0,0.4635807714823985,4.2804205232659776,6.641745921699384,120.0,195.0,120.0,1.74,108.64956666666666,72.33333333333333,10.882,81.8,5.0,1823.0999999999997,785.73,0.113,13.34,271.63,0.0155,0.9817941000000003
5.5,0.38091722181755067,4.73032371058582,8.176481482306205,332.5,492.0,325.0,0.6499999999999999,327.43690000000004,248.5,21.913,91.35,16.0,3320.15,1279.5,0.248,18.845,261.55,8.68,3.973367
1.0,0.31068112265338493,3.978883447909711,6.144958025668035,135.0,191.5,129.0,0.7699999999999998,96.8945,92.5,7.769,46.95,6.0,1655.55,459.65999999999997,0.234,4.235,142.4,41.16,1.160335
1.0,0.3004096882872403,4.752286230663811,7.464558843290187,106.66666666666667,183.66666666666666,107.0,1.5,47.25933333333333,81.33333333333333,11.056,42.800000000000004,2.0,1323.1000000000001,754.0633333333334,0.523,14.685,226.08,7.3103333333333325,0.6808627333333336
0.0,0.3705661241679366,5.025070112693686,8.320265919029161,196.66666666666666,316.6666666666667,189.66666666666666,1.8,57.60760533333333,107.66666666666667,16.767333333333333,78.16666666666667,3.0,3928.4,2597.4666666666667,0.9115,22.21,353.11,11.069333333333335,2.954523
0.0,0.41957750968703944,4.779570537831411,7.813245942287991,205.0,286.0,186.0,1.16,183.504,153.5,15.518,44.5,8.0,1338.4,566.2249999999999,0.159,12.955,118.46000000000001,17.654999999999998,3.5419597800000004
38.0,0.29853598788363744,5.164081311140302,8.013085024012872,176.66666666666666,348.0,175.0,1.75,120.08333333333333,175.66666666666666,23.765666666666664,45.06666666666666,10.0,2442.92,1497.7666666666667,0.1825,20.555,441.55,90.00266666666666,3.330357
10.0,0.43558522591836585,6.139294393613077,10.506784017315493,128.33333333333334,199.33333333333334,126.33333333333333,1.74,124.31639000000001,72.66666666666667,10.428666666666667,85.76666666666667,5.0,1864.9666666666665,825.9966666666666,0.113,15.815,277.82500000000005,0.026,0.8295184
0.0,0.359238977558913,3.6178631742002816,5.97891623612127,177.5,284.0,167.0,1.4700000000000002,91.65700000000001,146.0,17.456500000000002,37.6,5.0,757.6,469.25,0.232,9.465,49.96,48.459,7.22545
